,user_id,business_id,text,date,compliment_count
323888,yH1rIEvxXPb_YCmRQVRdBw,p0iEUamJVp_QpaheE-Nz_g,Not a big far of the casino because i cant win lol bit the bowling alley and movie theather is amazing!,2017-06-12 08:20:56,0
323893,yl9OsZ6PA_lwGrse6aEtJA,NVr6i46TZ8miaE2EVN4gfA,This is the most wonderful creative space for young actors. Saturday Conservatory rocks!!,2012-11-03 16:38:41,0
323983,GBjCSShH0728pL-r7jEZFg,ggY2BnHt7kyeGfFoMLFuGA,Get the kids meal. It's cheap and great for an individual.,2011-11-04 21:14:25,0
324009,0cldOdxTVOXkJZzCyZy7vw,MM8n7SPaIuMlDGbUM5SZhA,"The beers in the bar are around $5, some of the best priced items on the menu!",2012-06-25 05:30:19,0
324088,skUKS0JuXJ74UgjaXA_WOw,uH8o7gBowYmbToJqHsbpxg,"I realize kids are out if school & it's a holiday weekend, but this place is a mess.",2013-05-25 00:27:28,0
324104,DO3TIDmqypuGlwKfpZqG6A,Aror3Q3exo1uWxsH4eWkzA,"Usually parking @ 9th & Penn, reasonable price.  Only 2 blocks from theater.",2015-11-08 18:27:15,0
324134,YG7wJFUzrNdGtvYzS9SeqA,7JVhdvxRacgRaVIsK2sMPQ,"Line is super long, good thing we're early! Adjustment Bureau with my boys :)",2011-05-01 02:34:57,0
324404,snseDrQeTOiUW3EoY1h5hw,VkOyrR6CDfhZ7hh4yOvhiw,The avengers....awesome movie!!!!,2012-05-05 01:36:51,0
324430,ptqjJZSrJuR1vmSfzHDuuw,sR0GYpPKs9CzixSLei03Vw,"Check for text opportunities to send a code in for an offer such as free popcorn. Currently ""Best"" to 242424.",2014-03-02 05:11:03,0
324439,xOCTfCwrxTECbGOX6uD_KA,jobP3ywRd3QNZ_GCoPG2DQ,"One of the best theaters to watch movies in Vegas, for both locals & tourists!",2013-10-29 01:23:50,0
324470,w-w-k-QXosIKQ8HQVwU6IQ,p0iEUamJVp_QpaheE-Nz_g,Long line for Steak & Shake.,2011-02-15 07:35:36,0
324490,KGQZvfuthc12iq7p_VzX-w,NdUuGRxEH0waBQbL6R7mmg,Joe tonight,2012-02-12 03:09:20,0
324497,IRK8TbOXcidM4YCWf-Zqog,Aror3Q3exo1uWxsH4eWkzA,Creative mornings!,2013-07-12 13:20:14,0
324592,cyuDrrG5eEK-TZI867MUPA,hhoKM8RdfYo97Y72LqmOgw,So loud that I can't see my own typing.,2014-02-19 18:17:27,0
324670,UIdX_cI1awxvPH7kIFKpXw,p0iEUamJVp_QpaheE-Nz_g,"The cabbie specials are a steal, but the Chinese food is great, too, if a bit pricier.  Great for midnight snacking.",2010-07-05 07:45:52,0
324840,d9wXPl_im8nRhFy0ooo8_g,1wiv2BvvauMj8hS16UuEYw,Mama Mia was awesome!,2016-12-13 22:28:52,0
324899,udpfGxriuoBdWRBdplJl-w,4RoTEeqB_MNn6yaqZmlZHg,Filipino time with mama. Haha!!,2011-06-09 02:56:45,0
325069,vWP8-aQX0rYJszqkWVL7Ew,BxKe9Xt_fN6qBzrTofHuEQ,I hate stadium seats its so over rated. I have to rewatch Iron Man 3 in a real theater experience. Just saying.,2013-05-04 07:01:45,0
325081,5RLxzxLIY3ZXUUksr_dtXA,BxKe9Xt_fN6qBzrTofHuEQ,Super 8 midnight premier,2011-06-10 06:07:28,0
325089,M9TjYmTgHayJ22cNkyvW_g,RxNPIAim-2fIw43IilR62g,Always check in advance to check what classic movie is playing during the week. Last week they played Willy Wonka and then they played Twister. Sorry but a classic film that is not!,2014-05-03 17:17:16,0
325114,mEiR7F_z1dyiSkCNl5calg,GAOeyq-7gt9QByhdcAK3cQ,Taking Paul and Aidan to see The Green Lantern,2011-06-28 23:02:03,0
325115,KGsXnYHvYddGaL_jyl0DMQ,_98ytLdlPEDp0FTuO31R7Q,Neato,2012-03-31 20:39:45,0
325131,u9w4LOoKYsM00Scb0HCH1w,Tb-hJmtCZhjVcRzTZicNpw,Popcorn and sour patch kids! Misti rocks.,2011-09-14 02:09:10,0
325163,TBEiWGQoVXCq5sYuOzeBkw,p0iEUamJVp_QpaheE-Nz_g,first time here...time to test my luck!,2014-08-02 19:31:21,0
325207,uERlyO-ASZag6XXouCrkhg,xJzJpTYC_1k_EE0AWTOPXw,$5 movies on Tuesdays ;),2013-11-05 05:04:39,0
325243,o68A_3bAJTge-ioGXHdxKA,nvBhlpH8TWbCl70_30gqxg,First showings never have lines or crowds. And it's super cheap.,2011-03-27 18:21:57,0
325262,8HXpvdxGR_yBQuA_T23Cxw,pJQSdbrtQQVstMUUIICSsA,5 Year Engagement!,2012-04-27 19:14:31,0
325302,RBZ_kMjowV0t6_nv2UKaDQ,MM8n7SPaIuMlDGbUM5SZhA,Media day and tour of the new AMC Dine-In.,2011-08-29 23:50:19,0
325371,FSr1CdDnHilQ2forw4buLw,jeNnKFuf2WoehJlJSidKuw,Nice venue but try to avoid seeing concerts here.,2012-04-10 01:31:43,0
325382,Ps_91PRKUDVXOIAwRdWo9A,5c19hhJGZ630iCxo5egLuA,"Dress comfy. There will be plenty of theatergoers in pajamas and slippers, or carrying blankets and stuffed animals. You'll have a nice squishy recliner to get snuggly in.",2016-06-18 14:36:34,0
325396,BN-hf4cTiPwbM4kjRYIzyg,xJzJpTYC_1k_EE0AWTOPXw,Prometheus!!!,2012-06-11 01:07:58,0
325474,u69_aHDTcGpLTAxwxFPHsw,p4JsD_Ya0NRXNdnhbVBs0A,Watching pirates!,2011-06-12 18:52:41,0
325510,C0L1j7Ou0FuqIkfN2maLsA,ZJKvmjBinGXEagy7l1na7Q,"No senior discount, no matinee, expensive popcorn. Need I say more?",2012-07-07 23:36:43,0
325611,taiJeRv3uvHs2vVlOT2M-A,jobP3ywRd3QNZ_GCoPG2DQ,Watching Mr. Popper's Penguins,2011-07-06 21:02:03,0
325707,u6OIc9ndbqrd6fO_jU2xcw,v015pusDxymYrTi_l48t2w,They're open on Sundays!,2017-07-24 04:46:47,0
325876,MeJI77jgRpYkAdOH5kbNLg,cXX09TeO-mPc1Nww_rk8_Q,Ted. Pretty funny.,2012-09-16 19:30:06,0
325988,1GdHFA1yLrV8qgjs7duR_A,K1ekU1q26tNrImHrt3rr2A,Hunger games,2012-04-05 04:22:47,0
326157,y6To06jltp9_C0SHy48sSw,0QzCeORfF8EY34UODWRV9A,"Slots a little tight, couldn't get a beverage but you can't beat the $6 steak.",2012-09-11 07:24:43,0
326367,nkBa8bQedb0yYGxoECjD9g,2fqHO2vFbcwVV27c_Irm8Q,What is the Tuesday deal they have?,2016-08-17 01:19:24,0
326385,agXJ2q1yxRupMSBCT-FFXA,y0MOho-MrJeGnEsRrwBchw,Don't waste your money. Head to Hickory Ridge for a $6.50 movie.,2013-11-11 20:56:05,0
326587,Ptr5SI7JVvbxoEUsWjOU3Q,VOh-vGJlUJnaAb3tgPreQg,Come before noon on weekends and get 6$ movies bring your own snacks save $$,2014-05-31 20:33:42,0
326598,L8GB1sEXJrVfR-UsDRjI-g,JSjMfBQ654qyfVdE1CY76w,Top quality english flicks,2013-08-25 23:32:02,0
326623,uoDV0NZ7f9MPkSEp99WcpA,BTcY04QFiS1uh-RpkR7rAg,"Breaking Dawn...please lord, get me through this...the things we do for the ones we love...",2011-12-11 02:04:12,0
326644,m9oquXzUjyNGmsGubvH2rg,PZKk2nlJBFcPPE8W88BOWg,"War Room Premier was there,awesome. I have always loved the stair case that leads to the balcony. Great value",2015-07-21 02:43:15,0
326802,IKZAf-jtebryTKPruXtigg,rUv5UqvD7d-HMV-Ib1jaTA,Great place to see new movies for cheap. The popcorn and snacks are awesome too!!!,2014-09-28 03:36:50,0
327061,VizhcyMWWPz3UDXEBeix4w,J0ufK7WAEq6oAdpDFz2xVA,Ted...,2012-07-07 04:37:49,0
327135,6ZC-0LfOAGwaFc5XPke74w,p0iEUamJVp_QpaheE-Nz_g,This rocks,2014-02-07 23:35:39,0
327149,oGkWRSFBhVJgXn37KBy1cA,-ipc5f0XiXwH3hbNnro54Q,Get ready to have fun!  Great movie,2014-08-05 00:23:55,0
327432,qHJog8wrixGtAMJmfXlD5g,MM8n7SPaIuMlDGbUM5SZhA,Magic mike :) :) :),2012-06-30 20:46:00,0
327482,Y-0ERxJTCOhOwehlA_JI0g,RtXj1StQUbCMEmxRR10Bqg,Checking out the hobbit with mason & olivia,2012-12-28 18:13:31,0
327486,9W73B44Iw8WslrTNB2CdCg,3n2dVQx76FdJZpTHFLJzkQ,The middle of the third row is home to the best seat in the house!,2013-01-19 19:53:07,0
327698,cMZVJdi_fKG7rp1no_2ZvA,nJUsNx-LKAZ0FHGm9mnmaw,Come enjoy the bar area.  Football on Sundays.  Great draft beer!,2014-10-12 19:56:23,0
327742,XB-J13-Cd8JK65DLH-664g,F8FHXQBpMu1erLSTwUxYeQ,Planet of the Apes,2011-08-11 16:16:18,0
327801,uNKWgJMt61k99fJLCJDEgw,F8FHXQBpMu1erLSTwUxYeQ,Very clean,2014-08-15 22:12:01,0
328107,quH7oYf3C-_klKjP-cklCQ,Z96TEJDXyUhCerS-9QllXw,Dinner and a movie.,2013-07-10 01:38:12,0
328112,qHJog8wrixGtAMJmfXlD5g,MM8n7SPaIuMlDGbUM5SZhA,"Spider man, spider man - he can do anything a spider can...",2012-07-11 00:34:00,0
328207,825Ol4rTvAZnUyFMke37jA,xJzJpTYC_1k_EE0AWTOPXw,"Taking up a whole row, that's how we role! ;) watching Little Fockers",2010-12-24 06:03:13,0
328233,w3xqft4amacLrtswH7mrzg,m6PIHmB4lWKmZz4oMGV_uw,Friends With Benefits,2011-07-24 04:04:04,0
328631,TnhTyk1qfJ8jL2bHpeTrhQ,nvBhlpH8TWbCl70_30gqxg,Don't forget to ask for your military discount.,2013-12-14 03:42:07,0
328650,c_zFgiph5HSqrtqS4m-zng,nbSyA7zXxpCrwfZZKAXWFg,"What surprise. They told me I got a free movie. Sign up Cineplex card and get rewarded. Plus you get 10% off on snacks and drinks too and get rewarded for that too. 
So don't for get to sign up. 
This is way better than Landmark Cinemas rewards.",2015-03-11 02:04:10,0
328712,CaaGjAM1yL_t4yhNLD3f_g,B6YIrpQnwKPidH0Vlh9f9Q,No longer AMC... it's now Empire Theatres.,2013-01-04 02:56:01,0
328761,-fQPzH-e-ubDIiLQhybEjQ,tuIg103yDqCEcTk5J_h8ow,"Smart, Sassy, Funny Broad Happy Hour!",2012-01-13 01:04:07,0
329034,RUB8ZYEBAHYT4A0Auxjvcw,xJzJpTYC_1k_EE0AWTOPXw,Tuesday nite is $5 movie @ southpoint is the best,2014-08-20 05:58:16,0
329099,YE4f0vL_F-5eajSOYdEKWA,uH8o7gBowYmbToJqHsbpxg,Brave,2012-06-22 19:33:22,0
329378,_3TaJwRPb0DtMUeyZrfGTg,lqCJiHlxzRpuYt-u_XQUvg,The staff is friendly and the seats are super comfy!,2015-10-27 21:43:48,0
329454,_jjbwHWLFA5GjWFWGLj4ZQ,kPorLswaS8h4xy-notLk9Q,Free tickets so why not?,2012-06-25 19:22:28,0
329593,jcURiDqCLY7AOqo8KClJnQ,69mbd_po1JhbNk3heGKw4g,Arrive on TIME.. They don't really play trailers.,2013-03-12 23:46:34,0
329793,L4a1GIRlX2N46CPh5Zh-8Q,xJzJpTYC_1k_EE0AWTOPXw,So happy to watch movies in LARGE theaters!,2013-05-03 05:03:20,0
329881,Hf-jGNS9it5_fcfiH44Qgw,jobP3ywRd3QNZ_GCoPG2DQ,"$5 Mondays!!! Great deal. Dirty theaters, you could tell they don't clean that often.",2013-06-24 16:43:31,0
329893,eVufnL_jVKhqqeaAfysgCw,nOidqR9yk6clKeXbuT_gZg,The armrests dont go up....oh and free popcorn on wednesdays if you're a casino cardholder,2013-06-27 07:13:35,0
329975,XAja3Ed6Fa_lwZl_7tb9aw,BxKe9Xt_fN6qBzrTofHuEQ,Good movie spot. Rocking chairs and lots of popcorn. Who wouldnt love that?!?,2014-04-03 05:13:23,0
330001,PpBzb-w7JlSuML_-GpORcw,xnki9gbekoPntcxZhGx1nw,"Go get 'em, Cap!",2011-07-25 00:01:02,0
330007,HuWEj615KvxRmjJq8JY7Ng,p0iEUamJVp_QpaheE-Nz_g,the rooms are dark and spacious,2012-02-24 06:08:46,0
330030,tFLFrEjD9omSqs0gqSYxvA,pi1DHl64UzYXkVuSwvsUwg,Movies  are cool  ok! For the price you can't beat!,2017-02-17 00:02:24,0
330152,yH3Jyu5vRTAJ8uMAD2bLGQ,AKPLL7N4yTidQF7xY8kneg,Get the cheese popcorn,2012-02-21 23:43:04,0
330178,FNN2v38cAZucLMxMmN83JQ,MM8n7SPaIuMlDGbUM5SZhA,Parking is validated for four hours.there's a machine at the area where you buy your tickets that you punch your parking ticket in.,2013-11-18 00:24:59,0
330388,DIhy7GA_0tZpQQOJ2aEsWA,p0iEUamJVp_QpaheE-Nz_g,Great place to gamble!!,2013-05-07 19:03:54,0
330415,g1DpoL0v6SyDzQJj-22vuQ,tJ4wTvu6NegxD3uzNSxihw,i like the new seats!,2012-09-02 03:28:51,0
330483,5VxUSNMXRYWPMPB0ely63g,Y5CTA3S9TVkpr3Yvwaki-A,Safe house = awesome,2012-02-25 07:07:13,0
330551,3DspVkvzlbz1qA7gNguzjg,xJzJpTYC_1k_EE0AWTOPXw,kaatyyy perry!!! yaaaaay!,2012-07-15 19:30:35,0
330604,l-TGsgKkBa5KMpG9Qc78eA,p0iEUamJVp_QpaheE-Nz_g,Graveyard specials at the cafe Coronado.,2010-10-19 08:02:57,0
330680,1T4L-307j6UuGLHObfJ5xg,rPqXbho0dwETvjUxW88Ttw,Best theater I've ever been to by far!,2015-07-22 01:09:53,0
330790,YHOUuosyiqRXn-Rj7np7lQ,vtO37k9heKKeS3jVhGaxgg,Tori Amos was amazing!,2011-12-09 04:19:24,0
330894,QE-aL9xrz1pc6MOY_rky6g,p0iEUamJVp_QpaheE-Nz_g,Mama's gambling!,2012-02-25 21:11:30,0
331000,wnFWoQ63F9-ohUQ-C0AeIw,n-AQFKbW6MnpamdtA6ECpQ,"Great concept! Just walked in the door, but so far, so good.  $2 pints on wednesdays.",2012-08-29 23:00:11,0
331125,4LYFy4BZot6YrP3bKUsCTA,nFjvwsbirK8gJtV2QKqhwA,"RPX is great, but you pay a lot extra. Great sound! Tuesdays they have discounted tickets and popcorn!",2014-08-01 01:18:30,0
331150,PKEzKWv_FktMm2mGPjwd0Q,Ko3uPphyP_RiQ-TSTh8UnQ,Glen Campbell's Farewell Tour,2012-06-02 02:15:44,0
331173,6hz5iTb9afLU6HeTK7QnpQ,tuIg103yDqCEcTk5J_h8ow,"Four peaks Peach Ale On tap, awesome!",2012-04-29 06:29:42,1
331301,XES_jyeoHQoPwq_zXjK8aA,pJQSdbrtQQVstMUUIICSsA,Avengers! Great movie with my boy!,2012-05-06 01:16:56,0
331328,lsl_Le9iVqmt17IcRPEzGA,fZioXnBVf-KAsCFX-P2whg,Time see Vin Diesels new movie Riddick!,2013-09-19 17:47:36,0
331508,vPCIxplN7Oz-NB48iUQNfg,imhibWA4C4M7drQSeZZU9g,"Seeing ""The UnBelievers"" @HotDocs",2013-05-01 20:39:13,0
331567,7PiRdxYF-Uvzn2fHqdtU1Q,gGKrs1WtnASPApnG6gacOA,Arrive early for the show!,2011-06-18 23:49:48,0
331601,nMeCE5-xsdleyxYuNZ_7rA,p0iEUamJVp_QpaheE-Nz_g,First time here and they put me on a high floor with a view of the rising sun.  Sweet!,2012-02-24 17:14:07,0
331608,lsl_Le9iVqmt17IcRPEzGA,nvBhlpH8TWbCl70_30gqxg,Monsters university........time to laugh,2013-06-23 00:26:02,0
331665,c-_Y9Wz0aw4QCkUH93u3hg,P76JDkYzSswHkC3FBnOxew,Gotta love A.M.Cinema!,2011-09-17 15:30:06,0
331821,B1Qm60sIMqahwkOl1l5eIQ,zoODlH40edpJYLPLkHilNA,"Since we started watching here, movie viewing has never been the same someplace else.",2013-06-17 01:57:10,0
331932,9iIUgz-yq3N6xDEbOPuZlQ,0QzCeORfF8EY34UODWRV9A,Eat the Pan Roast at this Oyster Bar if you don't want to wait at Palace Station. It's a tad bit off compared to theirs but it gets the job done,2013-10-28 21:57:57,0
331941,Zo-tRHfaanb4wXknzzISmw,mBeZ3dQzUPV60Oa26k3qHw,Watching PAUL.,2011-04-03 04:02:38,0
332095,7nA9P6EukhTwZi67JB-UTg,zoODlH40edpJYLPLkHilNA,The seats are so comfy!!!!!,2016-06-28 00:14:59,0
332179,NEN5RFpZp7DE6K1PK2KZzg,p0iEUamJVp_QpaheE-Nz_g,Bingo night for fathers day!,2012-06-18 02:01:43,0
332180,H13mrDvVpSKx8axbJSbxWw,F8FHXQBpMu1erLSTwUxYeQ,Midnight in Paris... Let's hope it's good!,2011-06-18 03:37:49,0
332205,K2-KRkqecWxmwqPHQWVZbA,SMRg_KiTXeUb6xYlB98ocQ,Park here!,2013-04-06 05:31:34,0
332214,wxeTtPILiMl1L-yBB-D2HA,1wiv2BvvauMj8hS16UuEYw,American Idiot!,2012-04-28 20:34:11,0
332306,htiVdsiY_rBmJc65aZ3YAA,8nmjvYX4N67cxOsGfbEgjg,Don't use SMG website for movie times!!  It is wrong... Use the Epicentre site...,2013-07-15 22:46:19,0
332311,9GU6jb_nmq-cUcpqbfk_Fw,AlN1hJXQL84ZZkoMdF58sw,Finally catching up on Harry Potter. Food's always so expensive at theatre.,2011-09-05 17:09:46,0
332356,1xpgBodZfRN-3eT1Rbnycg,Z96TEJDXyUhCerS-9QllXw,Dont buy food.  Food manager is horrible and expensive!,2016-10-23 04:38:17,0
332387,0zV4wIOPLyi0iG-k4ZL7wQ,p4JsD_Ya0NRXNdnhbVBs0A,Average,2015-07-06 00:23:57,0
332411,25W8CVIdQDIkyPb8ISCGpQ,dt-Q31GwfUDHxZwwPhIH4A,They give you these huge glasses to watch Prometheus :)),2012-06-17 04:08:52,0
332455,mKl0XBCWrNQEMgaHHmcNPg,lqCJiHlxzRpuYt-u_XQUvg,Super slow service.,2014-12-31 02:22:31,0
332531,4LxXBog2K-ySr07aoOdr2g,NdUuGRxEH0waBQbL6R7mmg,Checkout the buffet,2011-09-06 02:31:38,0
332602,GGI39_EL1ERSqyWX1tEjMA,TBavvwiKAugsXyV8kzvvmA,No online booking! Only window booking,2017-12-25 23:44:23,0
332739,Nhm9A07I_Fv18IYKAoboxQ,kPorLswaS8h4xy-notLk9Q,She blinded me with science!,2011-03-04 01:00:55,0
332798,WJKocp9RE0KatUwh3_DkGg,wxYpbaR3zQuMhgSbUym_xw,"The Way, Way Back. 10/10 Stars. Don't miss this flick.",2013-07-28 20:11:47,0
332806,2VABkVdFhHGMo7wAqfofGA,jobP3ywRd3QNZ_GCoPG2DQ,They collect the 3D glasses in a laundry basket as you exit the theater. LOL.,2011-07-10 03:21:14,0
332996,KyMkKb5IohKb0S7v4Jv-oA,2fqHO2vFbcwVV27c_Irm8Q,Free popcorn flavoring!!!,2014-02-11 07:29:40,0
333041,U-FLxOw8GwjXI307Zx52Lg,jobP3ywRd3QNZ_GCoPG2DQ,theres a kiosk where you can purchase tickets without waiting in line,2017-04-18 00:49:23,0
333094,XB-J13-Cd8JK65DLH-664g,F8FHXQBpMu1erLSTwUxYeQ,Prometheus,2012-06-20 18:27:58,0
333406,-TQqPwpK5XzzTq9Q4tF-eA,tuIg103yDqCEcTk5J_h8ow,Tasty Woodchuck cider. It comes in pints!  Mmm. Wish I could have stayed for the indie movie but had a meeting. Definitely recommend this place.,2013-03-15 03:15:12,0
333415,XAja3Ed6Fa_lwZl_7tb9aw,jobP3ywRd3QNZ_GCoPG2DQ,IMAX is funnnn,2014-04-28 22:11:08,0
333435,NVd6ZL532sbmVGxQhNJW2A,kPorLswaS8h4xy-notLk9Q,"Pay attention to the doors, they tell you in bold to push and in tiny lettering tell you the alarm will sound. -_-",2014-06-28 23:31:02,0
333483,iS4NVHLQDt1IzmmMKqwy5A,4RoTEeqB_MNn6yaqZmlZHg,Movies on Valentines day :),2012-02-15 06:24:35,0
333514,Gfxb_D1k8tueAoGn4cseoA,Q3G58vv1ClvH4re9QBsVgQ,Here with a royalty cup and cherry coke in it :),2014-01-18 23:27:27,0
333525,mkRI07cv5f1gObpkSiPwZA,F8FHXQBpMu1erLSTwUxYeQ,Loyalty Cups for sodas!,2014-05-03 18:24:32,0
333531,B1Qm60sIMqahwkOl1l5eIQ,p4JsD_Ya0NRXNdnhbVBs0A,Watching Denzel. ;),2012-02-19 08:28:40,0
333542,xjj7TSkRiHy0otFF4u07jQ,4R-tCDl-s4m89M1KJmiKOw,Expensive parking.  Great seats - theyre like recliners.  Theres a bar right outside where you can get mojitos!   Or order truffle fries,2010-07-18 16:10:12,0
333545,HUi6hERzzRz63_qLOETeeA,RxNPIAim-2fIw43IilR62g,Hunger Games in IMAX!,2012-03-24 02:21:31,0
333684,0-gPdZWDQ5o3kYCmKj2UnA,F8FHXQBpMu1erLSTwUxYeQ,Wow! The Cina Capri Theater is ASTOUNDING!!!! Takes me back to 24th & Camelback...with a modern sound system.,2013-04-07 04:28:53,0
333692,rZElTUaWI9ycLCMfkhvRkA,nCAqeub9ERwzSoQwGzr1QQ,Skyfall,2012-12-01 03:12:25,0
333713,fJ_qSZH_akvWzHUPMqab1g,bzWo5eA5zZjktINg8DdAjw,Get here early if you want snacks,2012-12-24 03:32:15,0
333832,agXJ2q1yxRupMSBCT-FFXA,xnki9gbekoPntcxZhGx1nw,$11 for movie at 4:30 that's not 3D? Insane. Absolutely ridiculous.,2015-06-03 20:17:05,0
333849,qmZ3ASqYttJvm5c3iML48Q,ZUyWD8Rs_JY_yzw-t6VTBg,Get ur parking ticket stamped at the exit!!!! :),2015-05-02 23:51:25,0
333887,s_21BMD1XPwmErMjwYmlSg,h6Y1-KfN2XBkcrV85CS8yg,"Food's good, love the seats, reserve your seats online makes it easy.",2013-03-22 02:13:00,0
333952,BWnz69daxDZIkc5g6uEGpA,v015pusDxymYrTi_l48t2w,An old classic that should be supported!,2011-05-22 03:12:00,0
333976,oknzpMgHOnbijayveG-PKQ,QPHU1AE3Fpxjhfiinv2LZg,Straw Dog !!,2011-09-24 06:12:22,1
334112,lsl_Le9iVqmt17IcRPEzGA,nvBhlpH8TWbCl70_30gqxg,Taking my sons to see Non Stop!!,2014-03-09 18:06:09,0
334417,KrT4LHYdRt-m1DMPtVKN4w,nOidqR9yk6clKeXbuT_gZg,Comfy,2014-01-18 23:27:54,0
334550,eh9uc8xHYR9-rki7fWggQQ,-ipc5f0XiXwH3hbNnro54Q,Love the regal club card!,2013-03-09 03:12:06,0
334580,1W3_JUSkH5tsrIWdIXoK-w,enVV_GttZ2UYT3cxArtNWQ,With Mia. Dad and daughter nite out.,2011-04-02 20:56:32,0
334603,j9P8qowuQgNjKCrNx8FkPA,BxKe9Xt_fN6qBzrTofHuEQ,Awesome theater!,2013-02-18 06:12:34,0
334651,ewDNa_FRoG71UFm56eTGkw,p0iEUamJVp_QpaheE-Nz_g,You know what it is,2011-12-03 04:34:14,0
334680,7z37R_bcON8-XVflQc5SxA,2fqHO2vFbcwVV27c_Irm8Q,Get your tix early so you can pick good seats,2014-07-10 02:41:31,0
334707,NTuvVb-ZwQ_rFn6W9Krm7A,zoODlH40edpJYLPLkHilNA,Full bar! Movie time,2014-01-15 00:57:12,0
334802,_5uUOcTyKK1pQYwAL-Xrnw,n-AQFKbW6MnpamdtA6ECpQ,Really convenient movie and food together.,2012-09-15 17:06:29,0
334886,wbvjiDpw0FoZDeqbzAIcDQ,iXbjlUTqxlurMNAy58lYnQ,They no longer accept moviepass cards at the ticket kiosk. You have to go to the front ticket window,2017-10-20 23:28:11,0
334925,tHQVtXXP3bHV6TIaiMfgqw,ImU8asw-7e_9sZoDc2lzXA,6 bucks for 3d,2014-03-11 22:31:02,0
334967,SAWkTZbP79ildfrDsiqUrQ,2fqHO2vFbcwVV27c_Irm8Q,"Sit back & relax. 
Added bonus: No one is able to kick the back of your seat!!!! You can finally watch a movie in peace. ; )",2014-04-28 00:04:59,1
335091,Zo-tRHfaanb4wXknzzISmw,VfX7rhtX03yNg56ISz8gVQ,Project X,2012-03-08 04:35:41,0
335327,ehX1d1aFb2qujZhUB3qoeA,GIPY7lBIIY8ITSfu63q-YQ,$12 Ticket,2017-11-11 20:53:47,0
335529,E9kNEBu9GYHxm6ICouhLCQ,Gq1TlqinFYzG68cuiE3c2Q,Come early if you want a good spot,2014-07-26 01:38:30,0
335536,B2HDoWNIzLlon0IhS1cmDw,sNBaDJM4Khm1BbrBRyrMVQ,They will validate parking from the City Hall Parking Garage at 117 e. 5th st,2016-07-15 21:19:05,0
335546,Rw1AysawQfy1Y8kLlO55ZA,RxNPIAim-2fIw43IilR62g,"If you are seeing an anticipated new release, arriving 30 minutes in advance may not be enough to get even reasonable seats, especially for groups over 1",2016-02-14 02:22:53,0
335656,P_ncLjegyUEgLGiJwvgIOw,MM8n7SPaIuMlDGbUM5SZhA,buy tickets in advance.  d row is the best.,2014-04-06 00:19:37,0
335721,8ttaWhCV_NXgAdWEzbGm6Q,EKImWrzx3whe-ALyrFFshA,Avx theatre here now-worth the little extra surcharge to reserve your seats,2014-08-08 21:03:47,0
335746,L8GB1sEXJrVfR-UsDRjI-g,wYZoSBvIbJWvDl-ruZwJ7Q,"The gift shop sells fun geek toys, often seen - only - online",2013-01-15 01:34:56,0
335777,zynbfDYT7y-OqdLGHcYy_g,q9wNJpZd1bx22PDpAbwZsA,I like the setup here,2015-12-28 23:56:17,0
335828,-zbGoddbnA8k1khvZFDApA,xJzJpTYC_1k_EE0AWTOPXw,Unknown xd,2011-02-24 19:20:14,0
335968,118XNYECVs9cmYoKmK_wDg,GAOeyq-7gt9QByhdcAK3cQ,Good movie nice theater easy access and we had a good time I went with the Red Hat ladies,2014-08-21 04:56:14,0
336015,P4ULVoqkCvHbJSv3_YKmuA,dRDd9zMMH96jl_BlE2-jkA,they are putting a LEGO store... i know i am a total geek.,2011-09-13 00:01:08,0
336259,DXh8yxwZCg5Ckj5kmDvKXw,4R-tCDl-s4m89M1KJmiKOw,Good for a quick movie after work,2011-02-09 02:41:57,0
336377,WJKocp9RE0KatUwh3_DkGg,tOhzbIoz_UHhzuXiGOEYgQ,The Heat.  8/10. Great summer comedy- Melissa McArthy delivers!,2013-07-12 20:57:36,0
336636,CGCDnRwWHbsx3p6yRUE4Hg,-ipc5f0XiXwH3hbNnro54Q,"Buy tickets ahead of time, make sure you get in the correct line for any alcohol... Otherwise you may be forced to start the line over again LOL",2018-01-19 23:09:57,0
336667,OrJtep6DewROZMCHOulCaw,cqjqc8pd3SCxTDWiH49Q5Q,"Not bad. Hit the buffet first, then to the movies. Why not?",2014-03-23 02:32:31,0
336741,0FMte0z-repSVWSJ_BaQTg,4RoTEeqB_MNn6yaqZmlZHg,Go to Rocket Fizz and get all your candy there. Then sneak it into the theater so you don't have to pay the ridiculous theater prices.,2014-03-05 06:04:13,0
336803,ucj0RT3ZsWHFXQssLq-wmQ,tuIg103yDqCEcTk5J_h8ow,Tackling some neighborhood stuff over a Four Peaks Hop Knot,2012-07-08 23:31:06,0
336818,zwhty_ZmxbHAHoDfMjNbag,nOidqR9yk6clKeXbuT_gZg,"Wow, opening night for The Hobbit movie....almost no one else here!",2012-12-15 17:12:01,0
336960,owlUazXSDLaxlOV7z8181g,BxKe9Xt_fN6qBzrTofHuEQ,Hobbit time.,2012-12-15 19:17:30,0
337014,4wHbcKixm6Mh_PpjnaDTeQ,v015pusDxymYrTi_l48t2w,"Go to the first showing and stay for the second, but be prepared for madness in the parking lot if you attempt to leave/arrive early",2010-08-22 07:12:27,0
